title,distance,@id,@type,id_x,relation,address.district.@id,address.area.@id,address.locality,address.postal-code,address.street-address,location.latitude,location.longitude,organization.organization-desc,organization.accesibility,organization.schedule,organization.services,organization.organization-name,mercator1,key,id_y,name,light,number,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry_type,geometry_coordinates,latitude,longitude,mercator2,google_maps_url
Instalación Deportiva Municipal Básica Guadalajara,2733.906751644912,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4556640-instalacion-deportiva-municipal-basica-guadalajara.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4556640,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8add2414d35e1110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/SanBlas-Canillejas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/SanBlas-Canillejas/Barrio/Arcos,MADRID,28032,AVENIDA GUADALAJARA S/N,40.42048481589473,-3.618277425225656,"  Bus:  4 , 70 , 106 , 140 , 153",0,,1 Campo de fútbol (césped artificial)2 Campos de fútbol 7 (césped artificial),Instalación Deportiva Municipal Básica Guadalajara,POINT (4499587.787322648 -403052.7874246819),0,223,Gutierre de Cetina,1,215,Calle Gutierre de Cetina nº 77,1,0,24,18,5,0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994,POINT (4500614.284841758 -405586.6676448087),"https://www.google.com/maps/dir/40.42048481589473,-3.618277425225656/40.429706,-3.640994/@40.42048481589473,-3.618277425225656,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.618277425225656!2d40.42048481589473!1m0!3e2"
Instalación Deportiva Municipal Básica Hermanos Trueba,985.6526474248232,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4582856-instalacion-deportiva-municipal-basica-hermanos-trueba.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4582856,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eba13c5ea1db2110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas/Barrio/PalomerasBajas,MADRID,28018,CALLE HERMANOS TRUEBA 30,40.38569029812835,-3.6624581249928854,"  Bus: 57 , 103 , 111 , 144 , 310",0,,1 Pista de balonmano2 Pistas de baloncesto1 Pista de voleibol,Instalación Deportiva Municipal Básica Hermanos Trueba,POINT (4495714.479322497 -407980.9042975696),0,236,Concordia,0,227,Calle Arroyo del Olivar nº 6,1,0,24,6,16,0,Point,"[-3.6659362429356372, 40.39382977920336]",40.39382977920336,-3.6659362429356372,POINT (4496620.562211088 -408368.8797354235),"https://www.google.com/maps/dir/40.38569029812835,-3.6624581249928854/40.39382977920336,-3.6659362429356372/@40.38569029812835,-3.6624581249928854,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6624581249928854!2d40.38569029812835!1m0!3e2"
Instalación Deportiva Municipal Básica Hogar del Ferroviario,510.1359909351856,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4549105-instalacion-deportiva-municipal-basica-hogar-ferroviario.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4549105,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bed787f05d91110VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz/Barrio/Fontarron,MADRID,28030,"AVENIDA MEDITERRANEO S/N Colonia Ferroviarios, frente a Manuel Mª Arrillaga, 51",40.40695911649336,-3.6611698838232107,"  Metro: EstrellaBus: 8 , 20 , 30 , 32 , 113",0,,1 Campo de fútbol 7,Instalación Deportiva Municipal Básica Hogar del Ferroviario,POINT (4498082.113352664 -407837.204569976),0,233,Doctor Lozano,2,225,Calle Sierra Toledana nº 33,1,0,24,9,13,0,Point,"[-3.660188083470652, 40.40248333540473]",40.40248333540473,-3.660188083470652,POINT (4497583.871680976 -407727.6876039797),"https://www.google.com/maps/dir/40.40695911649336,-3.6611698838232107/40.40248333540473,-3.660188083470652/@40.40695911649336,-3.6611698838232107,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6611698838232107!2d40.40695911649336!1m0!3e2"
Instalación Deportiva Municipal Básica Hornero,1201.9754014988894,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4659422-instalacion-deportiva-municipal-basica-hornero.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4659422,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3000c904fba65110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel/Barrio/Opanel,MADRID,28019,CALLE HORNERO 1,40.38821661890276,-3.7205798436124597,"  Metro: Plaza Elíptica , Opañel.Bus: 55 , 60 , 108 , 116 , 118 , 155.",0,,1 Pista polideportiva,Instalación Deportiva Municipal Básica Hornero,POINT (4495995.708064685 -414464.4369941572),0,220,Marqués de Vadillo,2,212,Glorieta Marqués de Vadillo nº 9,1,0,24,12,10,1,Point,"[-3.716591, 40.398247]",40.398247,-3.716591,POINT (4497112.284980891 -414019.4641230708),"https://www.google.com/maps/dir/40.38821661890276,-3.7205798436124597/40.398247,-3.716591/@40.38821661890276,-3.7205798436124597,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7205798436124597!2d40.38821661890276!1m0!3e2"
Instalación Deportiva Municipal Básica Huerta de la Salud,3567.546386690908,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4541383-instalacion-deportiva-municipal-basica-huerta-salud.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4541383,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd3ced208a51110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza/Barrio/PinarRey,MADRID,28033,CALLE ALCOBENDAS 3,40.47505435038131,-3.642315547728054,"  Metro: San Lorenzo , Parque de Santa María.Bus: 9 , 72 , 87 , 107",0,,1 Pista de Baloncesto,Instalación Deportiva Municipal Básica Huerta de la Salud,POINT (4505662.44011452 -405734.0793163705),0,238,Carlota O’Neill,0,230,Calle Carlota O'Neill nº 32,1,0,24,1,22,0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144,POINT (4502172.693570442 -406475.0626355441),"https://www.google.com/maps/dir/40.47505435038131,-3.642315547728054/40.44370542379883,-3.648958444298144/@40.47505435038131,-3.642315547728054,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.642315547728054!2d40.47505435038131!1m0!3e2"
Instalación Deportiva Municipal Básica Illescas,4374.005612934377,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4627943-instalacion-deportiva-municipal-basica-illescas.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4627943,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcd8f1723a784110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina/Barrio/Aluche,MADRID,28024,CALLE ILLESCAS  c/v Pº Extremadura,40.39727663517988,-3.7659134453115457,"  Metro: CampamentoBus: 25 , 36 , 39 , 121 , 131 , H",0,,1 Pista de petanca,Instalación Deportiva Municipal Básica Illescas,POINT (4497004.264463232 -419521.7397057354),0,232,Caramuel,2,224,Calle Caramuel nº 51,1,0,24,14,9,0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331,POINT (4498324.476616229 -415351.7319152079),"https://www.google.com/maps/dir/40.39727663517988,-3.7659134453115457/40.40913630273305,-3.728533714316331/@40.39727663517988,-3.7659134453115457,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7659134453115457!2d40.39727663517988!1m0!3e2"
Instalación Deportiva Municipal Básica Imagen,1181.9251727745768,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4584299-instalacion-deportiva-municipal-basica-imagen.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4584299,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea338ad3672c2110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas/Barrio/SanDiego,MADRID,28018,CALLE IMAGEN 23,40.38336275152153,-3.667713277656222,"  Bus: 24 , 57 , 103 , 111 , 144Renfe: Entrevías",0,,2 Pistas de baloncesto,Instalación Deportiva Municipal Básica Imagen,POINT (4495455.378019428 -408567.1041374123),0,236,Concordia,0,227,Calle Arroyo del Olivar nº 6,1,0,24,6,16,0,Point,"[-3.6659362429356372, 40.39382977920336]",40.39382977920336,-3.6659362429356372,POINT (4496620.562211088 -408368.8797354235),"https://www.google.com/maps/dir/40.38336275152153,-3.667713277656222/40.39382977920336,-3.6659362429356372/@40.38336275152153,-3.667713277656222,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.667713277656222!2d40.38336275152153!1m0!3e2"
Instalación Deportiva Municipal Básica Isabel Patacón,4649.1366336095125,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4538608-instalacion-deportiva-municipal-basica-isabel-patacon.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4538608,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3541ddee16b41110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel/Barrio/Buenavista,MADRID,28044,CALLE ISABEL PATACON S/N Barrio de Buenavista,40.370369111020395,-3.747622431727254,"  Metro: Carabanchel AltoBus: 108 , 118",0,,1 Pista polideportiva,Instalación Deportiva Municipal Básica Isabel Patacón,POINT (4494008.93257529 -417481.2086665949),0,220,Marqués de Vadillo,2,212,Glorieta Marqués de Vadillo nº 9,1,0,24,12,10,1,Point,"[-3.716591, 40.398247]",40.398247,-3.716591,POINT (4497112.284980891 -414019.4641230708),"https://www.google.com/maps/dir/40.370369111020395,-3.747622431727254/40.398247,-3.716591/@40.370369111020395,-3.747622431727254,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.747622431727254!2d40.370369111020395!1m0!3e2"
Instalación Deportiva Municipal Básica Isla de Tabarca,2655.075197767575,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4547279-instalacion-deportiva-municipal-basica-isla-tabarca.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4547279,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b1898d6f7291110VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Fuencarral-ElPardo,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Fuencarral-ElPardo/Barrio/PenaGrande,MADRID,28035,CALLE SANTIAGO DE COMPOSTELA 104 c/v Isla de Tabarca,40.476809546000716,-3.7208537072021843,"  Metro: Avenida de la Ilustración, PeñagrandeBus:  42 , 67 , 127 , 137",0,,Campo de fútbol (césped artificial).  Pista de fútbol 11 (césped artificial).  Pista de baloncesto. 3 pistas de baloncesto 3x3.,Instalación Deportiva Municipal Básica Isla de Tabarca,POINT (4505857.827597114 -414494.9877437805),0,247,Francos Rodríguez,0,239,Calle Francos Rodríguez nº 62,1,0,24,2,20,1,Point,"[-3.708002730875242, 40.45673408797698]",40.45673408797698,-3.708002730875242,POINT (4503623.037832471 -413061.4121393409),"https://www.google.com/maps/dir/40.476809546000716,-3.7208537072021843/40.45673408797698,-3.708002730875242/@40.476809546000716,-3.7208537072021843,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7208537072021843!2d40.476809546000716!1m0!3e2"
Instalación Deportiva Municipal Básica Iván de Vargas,450.66540270645345,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4538129-instalacion-deportiva-municipal-basica-ivan-vargas.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4538129,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a188ff806a41110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel/Barrio/SanIsidro,MADRID,28019,TRAVESIA IVAN DE VARGAS 4,40.40279748246847,-3.724235302224272,"  Bus: 17 , 25 , 50",0,,Superficie:  800 m2 Equipamientos: 1 Pista polideportiva,Instalación Deportiva Municipal Básica Iván de Vargas,POINT (4497618.842372146 -414872.2210858624),0,231,Ermita Santo,2,223,Paseo de la Ermita del Santo nº 48,1,0,24,13,8,0,Point,"[-3.7244893989507686, 40.406837862773465]",40.406837862773465,-3.7244893989507686,POINT (4498068.615450309 -414900.5668678451),"https://www.google.com/maps/dir/40.40279748246847,-3.724235302224272/40.406837862773465,-3.7244893989507686/@40.40279748246847,-3.724235302224272,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.724235302224272!2d40.40279748246847!1m0!3e2"
Instalación Deportiva Municipal Básica Jacinto Verdaguer,299.0794754355038,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4538476-instalacion-deportiva-municipal-basica-jacinto-verdaguer.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,4538476,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09f5db6d12b41110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Carabanchel/Barrio/Opanel,MADRID,28019,CALLE JACINTO VERDAGUER 17,40.395564824892936,-3.7167461338350964,"  Metro: Marqués de VadilloBus: 23 , 34 , 35 , 116 , 118 , 119",0,,Superficie: 1.200 m2  Equipamientos:    1 Pista de baloncesto 1 Pista de fútbol sala 1 Pista de patinaje 2 Tenis de mesa,Instalación Deportiva Municipal Básica Jacinto Verdaguer,POINT (4496813.706613755 -414036.7699401542),0,220,Marqués de Vadillo,2,212,Glorieta Marqués de Vadillo nº 9,1,0,24,12,10,1,Point,"[-3.716591, 40.398247]",40.398247,-3.716591,POINT (4497112.284980891 -414019.4641230708),"https://www.google.com/maps/dir/40.395564824892936,-3.7167461338350964/40.398247,-3.716591/@40.395564824892936,-3.7167461338350964,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7167461338350964!2d40.395564824892936!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines Alhambra,1934.0985140604005,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4563440-instalacion-deportiva-municipal-basica-jardines-alhambra.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,4563440,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cee8fa983e12110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina/Barrio/LosCarmenes,MADRID,28047,CALLE ALHAMBRA  c/v Carlos Fuentes,40.40293756394919,-3.7447301071971477,"  Metro: Lucero , LagunaBus: 31 , 119 , 138Renfe: Laguna",0,,1 Pista de patinaje2 Pistas de chito,Instalación Deportiva Municipal Básica Jardines Alhambra,POINT (4497634.436171249 -417158.5471371888),0,232,Caramuel,2,224,Calle Caramuel nº 51,1,0,24,14,9,0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331,POINT (4498324.476616229 -415351.7319152079),"https://www.google.com/maps/dir/40.40293756394919,-3.7447301071971477/40.40913630273305,-3.728533714316331/@40.40293756394919,-3.7447301071971477,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7447301071971477!2d40.40293756394919!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines General Fanjul,4578.0470954948705,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4563407-instalacion-deportiva-municipal-basica-jardines-general-fanjul.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4563407,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6c2ad4612e12110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina/Barrio/LasAguilas,MADRID,28044,AVENIDA LAS AGUILAS ,40.385197861740814,-3.7619024102187755,"  Bus: 17 , 34 , 39 , 117 , 139.Renfe: Las Águilas",0,,2 Pistas de fútbol sala1 Pista de baloncesto.,Instalación Deportiva Municipal Básica Jardines General Fanjul,POINT (4495659.661554588 -419074.2681334092),0,232,Caramuel,2,224,Calle Caramuel nº 51,1,0,24,14,9,0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331,POINT (4498324.476616229 -415351.7319152079),"https://www.google.com/maps/dir/40.385197861740814,-3.7619024102187755/40.40913630273305,-3.728533714316331/@40.385197861740814,-3.7619024102187755,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7619024102187755!2d40.385197861740814!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines Vía Carpetana,2370.16609725638,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4561139-instalacion-deportiva-municipal-basica-jardines-via-carpetana.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,4561139,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c89910d87c902110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Latina/Barrio/Aluche,MADRID,28047,CALLE VIA CARPETANA S/N c/v Laguna,40.392523761783345,-3.7418228649672196,"  Metro: CarpetanaBus: 17, 25 , 55 , 119",0,,1 Pista de patinaje.,Instalación Deportiva Municipal Básica Jardines Vía Carpetana,POINT (4496475.177016925 -416834.2224954808),0,232,Caramuel,2,224,Calle Caramuel nº 51,1,0,24,14,9,0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331,POINT (4498324.476616229 -415351.7319152079),"https://www.google.com/maps/dir/40.392523761783345,-3.7418228649672196/40.40913630273305,-3.728533714316331/@40.392523761783345,-3.7418228649672196,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7418228649672196!2d40.392523761783345!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines de Bucaramanga,3365.451645547553,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4542557-instalacion-deportiva-municipal-basica-jardines-bucaramanga.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4542557,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b769fbdc8e61110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza/Barrio/PinarRey,MADRID,28033,AVENIDA BUCARAMANGA 2,40.47216617986823,-3.6387819347036476,"  Metro: Mar de Cristal , San LorenzoBus: 72 , 87 , 104 , 120 , 125",0,,2 Pistas de baloncesto 3x3 2  Pistas de bolos y petanca 1 Pista de chito 1 Tenis de mesa,Instalación Deportiva Municipal Básica Jardines de Bucaramanga,POINT (4505340.93044368 -405339.9239243825),0,238,Carlota O’Neill,0,230,Calle Carlota O'Neill nº 32,1,0,24,1,22,0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144,POINT (4502172.693570442 -406475.0626355441),"https://www.google.com/maps/dir/40.47216617986823,-3.6387819347036476/40.44370542379883,-3.648958444298144/@40.47216617986823,-3.6387819347036476,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6387819347036476!2d40.47216617986823!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín Canarias,111.36268357893049,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4527106-instalacion-deportiva-municipal-basica-jardin-canarias.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4527106,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b06e4148dde0110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela/Barrio/PalosMoguer,MADRID,28045,CALLE CANARIAS 19,40.40224012314781,-3.694673997707994,"  Metro: Palos de la FronteraBus: 6 , 8 , 19 , 45 , 47 , 55 , 59 , 85 , 86 , 102 , 247Renfe: Delicias.",0,,1 Pista de bolos 3 Pistas de petanca,Instalación Deportiva Municipal Básica Jardín Canarias,POINT (4497556.797416382 -411574.562943891),0,128,Palos de la Frontera,2,120,Calle Palos de la Frontera nº 27,1,0,24,11,12,0,Point,"[-3.6944768, 40.4032208]",40.4032208,-3.6944768,POINT (4497665.965864199 -411552.5652782198),"https://www.google.com/maps/dir/40.40224012314781,-3.694673997707994/40.4032208,-3.6944768/@40.40224012314781,-3.694673997707994,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.694673997707994!2d40.40224012314781!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,372.42783913603216,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5701075-instalacion-deportiva-municipal-basica-jardin-papelera-peninsular.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,5701075,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46864e10924d8210VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela/Barrio/Acacias,MADRID,28005,CALLE ARGANDA 3,40.40021085294591,-3.7084051499449053,"  Metro: Pirámides.Bus: 18 , 34 , 36 , 116 , 118 , 119Renfe: Pirámides.",0,,2 Pistas de tenis 2 Pistas de patinaje,Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,POINT (4497330.900090823 -413106.3032106478),0,182,Madrid Río-Yeserías,0,174,Paseo de Yeserías nº 45,1,0,27,7,19,0,Point,"[-3.7065277, 40.3974444]",40.3974444,-3.7065277,POINT (4497022.939957581 -412896.8681331253),"https://www.google.com/maps/dir/40.40021085294591,-3.7084051499449053/40.3974444,-3.7065277/@40.40021085294591,-3.7084051499449053,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7084051499449053!2d40.40021085294591!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín de Portugalete,1604.8283739754513,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4541324-instalacion-deportiva-municipal-basica-jardin-portugalete.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4541324,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e463c00a6a51110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza/Barrio/Canillas,MADRID,28043,CALLE ULISES 23,40.45739950911607,-3.6534554216138133,"  Metro: Arturo SoriaBus: 11 , 70 , 120 , 122.",0,,1 Pista de Baloncesto,Instalación Deportiva Municipal Básica Jardín de Portugalete,POINT (4503697.112174837 -406976.6820415611),0,238,Carlota O’Neill,0,230,Calle Carlota O'Neill nº 32,1,0,24,1,22,0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144,POINT (4502172.693570442 -406475.0626355441),"https://www.google.com/maps/dir/40.45739950911607,-3.6534554216138133/40.44370542379883,-3.648958444298144/@40.45739950911607,-3.6534554216138133,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6534554216138133!2d40.45739950911607!1m0!3e2"
